Order ID,Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-6658,2015-02-13,2015-02-18,Same Day,Consumer,New York,West,Furniture,Chairs,5.24,7,0.3,-0.19
CA-6659,2017-06-05,2017-06-10,First Class,Corporate,Illinois,West,Office Supplies,Appliances,767.16,9,0.1,-127.36
CA-6660,2017-04-22,2017-04-27,Standard Class,Corporate,Texas,South,Office Supplies,Envelopes,360.37,9,0.2,58.38
CA-6661,2018-01-28,2018-01-30,Second Class,Home Office,Washington,Central,Furniture,Furnishings,826.22,2,0.3,154.26
CA-6662,2015-10-03,2015-10-06,Same Day,Corporate,Florida,South,Office Supplies,Labels,355.39,4,0.1,-55.07
CA-6663,2015-10-18,2015-10-24,Same Day,Home Office,New York,West,Technology,Phones,980.26,2,0.0,150.32
CA-6664,2018-09-10,2018-09-15,First Class,Home Office,Texas,South,Furniture,Bookcases,349.77,7,0.1,-59.53
CA-6665,2017-04-26,2017-04-27,Standard Class,Home Office,California,South,Furniture,Furnishings,53.41,8,0.1,-7.19
CA-6666,2018-10-20,2018-10-24,Same Day,Corporate,Washington,East,Office Supplies,Storage,33.67,6,0.3,5.44
CA-6667,2016-05-04,2016-05-07,Second Class,Corporate,Washington,Central,Furniture,Tables,912.22,5,0.1,-67.32
CA-6668,2018-09-16,2018-09-21,First Class,Consumer,Florida,West,Office Supplies,Storage,625.04,5,0.0,173.67
CA-6669,2017-07-31,2017-08-02,Standard Class,Corporate,Florida,East,Furniture,Furnishings,865.31,5,0.2,48.58
CA-6670,2016-06-07,2016-06-10,First Class,Consumer,New York,South,Technology,Machines,136.63,3,0.2,-6.84
CA-6671,2015-07-05,2015-07-10,Second Class,Home Office,Texas,West,Furniture,Bookcases,188.77,4,0.0,8.2
CA-6672,2015-01-16,2015-01-21,Standard Class,Home Office,Texas,West,Furniture,Furnishings,764.62,5,0.3,0.2
CA-6673,2018-03-27,2018-03-30,First Class,Consumer,Texas,South,Furniture,Furnishings,930.16,9,0.1,126.81
CA-6674,2016-09-30,2016-10-03,Same Day,Consumer,Texas,West,Furniture,Tables,963.7,1,0.0,40.1
CA-6675,2016-09-15,2016-09-17,Second Class,Consumer,New York,Central,Furniture,Bookcases,671.66,4,0.2,-89.56
CA-6676,2016-10-04,2016-10-07,Standard Class,Consumer,New York,West,Furniture,Tables,671.3,7,0.0,29.84
CA-6677,2016-02-14,2016-02-15,Second Class,Consumer,California,South,Office Supplies,Paper,303.77,7,0.0,-28.34
CA-6678,2015-09-18,2015-09-20,Second Class,Consumer,Florida,East,Office Supplies,Envelopes,672.6,9,0.2,14.41
CA-6679,2018-04-03,2018-04-09,Same Day,Consumer,California,East,Furniture,Chairs,40.55,1,0.1,-0.82
CA-6680,2017-08-29,2017-09-03,Second Class,Corporate,Texas,West,Furniture,Tables,78.86,9,0.0,-13.27
CA-6681,2016-07-10,2016-07-15,Second Class,Consumer,Washington,East,Office Supplies,Envelopes,419.87,1,0.3,9.32
CA-6682,2017-05-31,2017-06-04,Same Day,Consumer,California,South,Furniture,Furnishings,142.46,7,0.2,31.31
CA-6683,2018-05-26,2018-06-01,Second Class,Consumer,Texas,West,Office Supplies,Labels,740.18,2,0.1,114.79
CA-6684,2016-11-08,2016-11-11,First Class,Home Office,New York,West,Office Supplies,Storage,925.07,9,0.3,-40.61
CA-6685,2015-10-28,2015-10-29,Second Class,Home Office,Washington,Central,Furniture,Furnishings,616.93,4,0.3,42.94
CA-6686,2018-01-16,2018-01-19,First Class,Consumer,California,Central,Office Supplies,Paper,877.63,3,0.0,-150.77
CA-6687,2018-05-29,2018-06-03,Same Day,Corporate,New York,West,Furniture,Chairs,775.98,5,0.1,-49.69
CA-6688,2018-06-23,2018-06-25,Second Class,Corporate,Florida,South,Office Supplies,Binders,824.74,1,0.3,134.1
CA-6689,2015-06-07,2015-06-10,First Class,Consumer,California,East,Furniture,Chairs,124.98,3,0.1,2.49
CA-6690,2015-10-29,2015-11-02,Second Class,Consumer,California,Central,Technology,Copiers,834.87,7,0.0,-141.8
CA-6691,2018-06-10,2018-06-11,Second Class,Home Office,New York,East,Furniture,Furnishings,232.48,5,0.3,20.13
CA-6692,2016-03-01,2016-03-06,Standard Class,Home Office,California,Central,Furniture,Chairs,115.48,2,0.2,18.99
CA-6693,2015-10-26,2015-10-28,Same Day,Corporate,Illinois,East,Office Supplies,Appliances,639.13,8,0.2,-21.09
CA-6694,2017-08-05,2017-08-08,Standard Class,Home Office,New York,South,Furniture,Furnishings,138.6,6,0.3,16.15
CA-6695,2016-05-03,2016-05-09,Same Day,Corporate,New York,Central,Furniture,Tables,163.11,9,0.1,6.72
CA-6696,2015-01-06,2015-01-12,Standard Class,Home Office,Illinois,Central,Furniture,Tables,907.28,6,0.1,218.72
CA-6697,2017-04-27,2017-05-02,Second Class,Consumer,California,South,Furniture,Chairs,624.87,1,0.0,-92.95
CA-6698,2015-11-25,2015-12-01,First Class,Consumer,Illinois,East,Furniture,Tables,348.42,5,0.0,11.72
CA-6699,2017-04-25,2017-04-29,Standard Class,Corporate,California,West,Technology,Machines,557.91,1,0.1,13.9
CA-6700,2017-10-07,2017-10-08,Second Class,Home Office,California,East,Furniture,Chairs,636.51,7,0.0,-104.5
CA-6701,2015-05-22,2015-05-26,Second Class,Consumer,Illinois,West,Furniture,Furnishings,74.49,1,0.3,4.68
CA-6702,2015-04-04,2015-04-05,Standard Class,Consumer,Illinois,East,Furniture,Bookcases,799.82,5,0.3,-8.24
CA-6703,2017-03-29,2017-04-04,Second Class,Home Office,New York,East,Furniture,Bookcases,814.67,7,0.0,50.38
CA-6704,2016-10-27,2016-11-02,Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,970.11,6,0.0,-98.61
CA-6705,2018-04-27,2018-04-29,Same Day,Home Office,Florida,South,Technology,Copiers,682.57,1,0.0,-107.36
CA-6706,2018-09-01,2018-09-02,Standard Class,Home Office,Illinois,South,Office Supplies,Binders,10.83,5,0.0,-1.85
CA-6707,2015-08-27,2015-09-01,Same Day,Consumer,New York,East,Office Supplies,Envelopes,78.38,9,0.3,14.13
CA-6708,2015-11-25,2015-12-01,Standard Class,Consumer,New York,South,Technology,Machines,898.97,6,0.2,-4.54
CA-6709,2017-06-09,2017-06-12,Same Day,Home Office,California,Central,Furniture,Bookcases,580.61,6,0.1,97.76
CA-6710,2015-10-18,2015-10-24,Same Day,Corporate,Washington,West,Technology,Accessories,788.46,8,0.0,-30.89
CA-6711,2018-04-08,2018-04-11,Second Class,Consumer,Florida,South,Office Supplies,Paper,278.9,3,0.0,-13.48
CA-6712,2018-05-09,2018-05-14,Standard Class,Home Office,Florida,South,Office Supplies,Labels,520.43,5,0.3,68.21
CA-6713,2015-10-21,2015-10-26,Second Class,Corporate,Illinois,Central,Office Supplies,Storage,415.41,6,0.1,34.48
CA-6714,2017-12-23,2017-12-27,Second Class,Consumer,New York,Central,Office Supplies,Labels,658.29,6,0.0,38.12
CA-6715,2017-10-08,2017-10-10,Same Day,Consumer,California,East,Office Supplies,Paper,456.21,2,0.0,-59.76
CA-6716,2017-05-24,2017-05-26,Standard Class,Home Office,California,South,Technology,Copiers,18.39,2,0.3,2.94
CA-6717,2016-10-15,2016-10-16,Same Day,Home Office,Washington,East,Furniture,Chairs,672.56,1,0.2,-71.56
CA-6718,2018-12-10,2018-12-14,Standard Class,Home Office,Illinois,Central,Office Supplies,Envelopes,396.73,2,0.2,-0.66
CA-6719,2018-10-22,2018-10-27,First Class,Home Office,Texas,East,Furniture,Bookcases,840.39,9,0.2,90.94
CA-6720,2017-06-05,2017-06-08,Second Class,Consumer,California,South,Office Supplies,Storage,405.4,9,0.0,4.85
CA-6721,2015-04-13,2015-04-14,Same Day,Home Office,New York,West,Furniture,Tables,777.96,4,0.0,-63.59
CA-6722,2015-03-11,2015-03-16,Standard Class,Corporate,Illinois,West,Technology,Phones,907.8,9,0.1,-146.89
CA-6723,2017-01-12,2017-01-13,Standard Class,Corporate,Illinois,West,Furniture,Tables,349.45,3,0.1,-44.18
CA-6724,2017-08-17,2017-08-18,Same Day,Consumer,Washington,East,Furniture,Chairs,129.63,3,0.1,-15.54
CA-6725,2015-11-29,2015-12-05,Same Day,Home Office,Illinois,West,Office Supplies,Storage,675.66,7,0.2,119.98
CA-6726,2018-02-19,2018-02-22,Second Class,Home Office,Texas,West,Office Supplies,Envelopes,465.32,4,0.1,-17.52
CA-6727,2015-05-22,2015-05-25,Standard Class,Home Office,California,East,Furniture,Tables,921.26,9,0.3,121.6
CA-6728,2015-01-01,2015-01-02,First Class,Consumer,California,West,Furniture,Bookcases,495.64,1,0.3,-57.83
CA-6729,2015-10-29,2015-10-31,Same Day,Consumer,Illinois,West,Office Supplies,Storage,878.28,9,0.2,54.06
CA-6730,2015-12-05,2015-12-08,Same Day,Consumer,California,East,Furniture,Bookcases,986.39,7,0.2,118.2
CA-6731,2016-02-08,2016-02-12,Standard Class,Home Office,California,East,Technology,Machines,701.47,1,0.2,-87.72
CA-6732,2015-04-21,2015-04-25,Standard Class,Corporate,New York,Central,Office Supplies,Appliances,931.79,2,0.1,138.52
CA-6733,2017-03-01,2017-03-05,Second Class,Consumer,New York,West,Office Supplies,Labels,903.4,2,0.3,-41.12
CA-6734,2016-11-23,2016-11-25,First Class,Home Office,California,South,Office Supplies,Paper,278.94,4,0.2,-1.79
CA-6735,2016-12-05,2016-12-06,First Class,Home Office,Texas,East,Technology,Accessories,920.15,2,0.3,-23.04
CA-6736,2018-11-12,2018-11-15,Standard Class,Consumer,Illinois,East,Furniture,Tables,885.08,7,0.1,119.03
CA-6737,2015-08-15,2015-08-19,Second Class,Corporate,Florida,East,Furniture,Furnishings,502.57,4,0.2,-48.89
CA-6738,2017-07-29,2017-08-04,Second Class,Corporate,Illinois,South,Furniture,Furnishings,536.34,4,0.0,-68.66
CA-6739,2016-01-26,2016-01-31,Second Class,Consumer,California,South,Furniture,Chairs,970.24,6,0.1,69.97
CA-6740,2017-03-19,2017-03-23,Same Day,Home Office,Illinois,West,Technology,Phones,489.61,5,0.1,47.86
CA-6741,2017-10-25,2017-10-28,Same Day,Home Office,Florida,West,Technology,Accessories,937.08,3,0.2,-15.95
CA-6742,2017-06-25,2017-06-26,Second Class,Home Office,New York,Central,Technology,Phones,392.23,4,0.1,6.55
CA-6743,2017-08-01,2017-08-06,First Class,Home Office,California,West,Office Supplies,Paper,749.89,6,0.1,61.74
CA-6744,2018-05-11,2018-05-12,Same Day,Consumer,Washington,East,Office Supplies,Appliances,626.06,7,0.2,-24.35
CA-6745,2018-12-18,2018-12-19,First Class,Home Office,Texas,South,Furniture,Furnishings,820.42,6,0.1,92.7
CA-6746,2018-08-10,2018-08-11,Second Class,Consumer,Illinois,West,Furniture,Tables,330.08,2,0.1,73.51
CA-6747,2015-11-12,2015-11-16,Standard Class,Consumer,Washington,Central,Furniture,Tables,750.61,4,0.2,149.43
CA-6748,2015-09-06,2015-09-07,Standard Class,Consumer,Illinois,West,Furniture,Tables,125.18,9,0.1,-16.01
CA-6749,2016-09-07,2016-09-08,First Class,Corporate,California,East,Office Supplies,Storage,677.51,3,0.1,74.05
CA-6750,2015-04-19,2015-04-23,Standard Class,Corporate,Washington,Central,Furniture,Tables,30.03,7,0.1,-4.45
CA-6751,2018-11-28,2018-12-01,Second Class,Corporate,Florida,West,Furniture,Furnishings,106.69,2,0.0,-11.43
CA-6752,2018-01-21,2018-01-22,Same Day,Home Office,Texas,West,Office Supplies,Storage,887.64,2,0.1,105.53
CA-6753,2017-10-31,2017-11-05,Second Class,Consumer,Washington,South,Technology,Machines,750.68,4,0.0,47.52
CA-6754,2015-05-20,2015-05-24,Second Class,Home Office,Florida,Central,Office Supplies,Storage,180.35,6,0.2,37.38
CA-6755,2015-09-16,2015-09-20,Second Class,Consumer,Florida,Central,Office Supplies,Paper,574.73,8,0.3,24.83
CA-6756,2016-05-29,2016-05-30,First Class,Consumer,Florida,West,Technology,Copiers,33.74,4,0.2,1.63
CA-6757,2016-11-29,2016-12-05,Same Day,Consumer,Illinois,West,Office Supplies,Appliances,965.56,5,0.0,68.23
CA-6758,2015-08-20,2015-08-23,Standard Class,Consumer,New York,East,Furniture,Tables,554.51,6,0.0,102.44
CA-6759,2018-09-05,2018-09-08,Second Class,Home Office,Washington,West,Technology,Machines,300.77,2,0.1,-35.63
CA-6760,2017-07-01,2017-07-07,First Class,Consumer,New York,West,Technology,Accessories,63.73,5,0.1,12.81
CA-6761,2017-12-16,2017-12-17,Same Day,Corporate,Washington,South,Technology,Accessories,646.54,4,0.0,65.03
CA-6762,2017-04-19,2017-04-20,Second Class,Consumer,Texas,South,Furniture,Furnishings,319.73,1,0.1,48.53
CA-6763,2015-08-30,2015-09-01,Second Class,Home Office,Washington,West,Office Supplies,Envelopes,961.23,5,0.3,177.1
CA-6764,2015-02-25,2015-03-02,Second Class,Corporate,Florida,East,Office Supplies,Binders,653.27,1,0.0,127.0
CA-6765,2018-11-30,2018-12-05,Second Class,Consumer,Washington,South,Office Supplies,Storage,515.15,1,0.2,95.74
CA-6766,2016-01-02,2016-01-08,First Class,Consumer,Illinois,East,Office Supplies,Binders,792.59,3,0.0,-114.22
CA-6767,2018-04-16,2018-04-21,Second Class,Consumer,Washington,East,Office Supplies,Envelopes,369.32,4,0.1,96.09
CA-6768,2016-08-29,2016-08-30,Standard Class,Consumer,Florida,Central,Furniture,Furnishings,579.18,8,0.1,81.59
CA-6769,2018-03-16,2018-03-18,Standard Class,Consumer,Texas,East,Technology,Accessories,197.3,6,0.0,40.51
CA-6770,2015-04-11,2015-04-14,Standard Class,Home Office,Florida,South,Office Supplies,Envelopes,45.79,8,0.3,-5.38
CA-6771,2016-03-19,2016-03-25,Standard Class,Corporate,Texas,South,Office Supplies,Labels,645.53,3,0.2,-39.82
CA-6772,2015-03-29,2015-04-03,Second Class,Home Office,Illinois,Central,Office Supplies,Storage,518.64,5,0.1,-38.39
CA-6773,2018-11-05,2018-11-08,Same Day,Corporate,Florida,West,Furniture,Bookcases,132.32,4,0.0,-4.63
CA-6774,2017-07-02,2017-07-08,Second Class,Corporate,Washington,West,Furniture,Chairs,972.13,2,0.3,12.46
CA-6775,2015-12-07,2015-12-08,Standard Class,Consumer,Florida,East,Office Supplies,Envelopes,394.34,5,0.1,-51.78
CA-6776,2018-11-25,2018-11-26,Second Class,Home Office,California,West,Office Supplies,Envelopes,820.37,7,0.2,106.33
CA-6777,2017-12-18,2017-12-23,Same Day,Corporate,California,West,Technology,Copiers,259.65,1,0.3,15.02
CA-6778,2016-02-18,2016-02-20,First Class,Consumer,Texas,Central,Office Supplies,Paper,100.57,5,0.3,0.24
CA-6779,2015-10-13,2015-10-15,Same Day,Home Office,Illinois,East,Furniture,Furnishings,219.42,8,0.0,-29.14
CA-6780,2015-05-22,2015-05-27,First Class,Corporate,Washington,South,Furniture,Tables,595.05,2,0.1,9.04
CA-6781,2016-04-05,2016-04-07,Same Day,Home Office,California,East,Office Supplies,Labels,170.12,5,0.0,25.21
CA-6782,2016-05-13,2016-05-17,Standard Class,Home Office,California,East,Furniture,Furnishings,153.03,6,0.3,-2.65
CA-6783,2018-10-13,2018-10-15,Standard Class,Home Office,Illinois,West,Office Supplies,Paper,465.53,7,0.1,87.39
CA-6784,2016-07-23,2016-07-24,Standard Class,Consumer,Washington,West,Office Supplies,Envelopes,544.82,1,0.2,-11.76
CA-6785,2015-01-28,2015-01-31,Same Day,Home Office,Florida,West,Furniture,Bookcases,560.51,5,0.1,79.96
CA-6786,2018-09-03,2018-09-04,First Class,Home Office,Texas,Central,Furniture,Chairs,771.34,8,0.0,-141.88
CA-6787,2017-09-24,2017-09-25,First Class,Corporate,California,West,Technology,Machines,774.7,4,0.1,83.48
CA-6788,2015-07-28,2015-08-03,Second Class,Home Office,California,South,Technology,Copiers,373.15,8,0.0,-45.86
CA-6789,2018-01-04,2018-01-06,Standard Class,Corporate,New York,Central,Office Supplies,Labels,843.2,1,0.2,0.4
CA-6790,2017-12-31,2018-01-05,Same Day,Consumer,Texas,East,Office Supplies,Storage,40.64,9,0.1,0.93
CA-6791,2017-07-24,2017-07-28,Standard Class,Corporate,Florida,East,Office Supplies,Binders,885.32,9,0.0,110.51
CA-6792,2017-06-06,2017-06-10,First Class,Corporate,New York,East,Furniture,Chairs,885.47,6,0.3,-44.64
CA-6793,2017-06-24,2017-06-25,First Class,Consumer,Florida,East,Office Supplies,Appliances,511.4,4,0.2,59.32
CA-6794,2018-03-23,2018-03-25,Same Day,Corporate,Washington,South,Office Supplies,Paper,864.95,9,0.2,-75.21
CA-6795,2016-12-11,2016-12-12,Same Day,Consumer,New York,South,Furniture,Furnishings,734.38,4,0.0,162.15
CA-6796,2018-03-27,2018-03-31,Same Day,Consumer,Washington,South,Office Supplies,Paper,408.49,8,0.2,-26.58
CA-6797,2015-05-01,2015-05-03,Second Class,Consumer,Texas,South,Office Supplies,Binders,912.03,6,0.2,55.91
CA-6798,2017-11-20,2017-11-22,Same Day,Consumer,New York,South,Furniture,Bookcases,872.3,3,0.0,190.91
CA-6799,2017-08-05,2017-08-10,First Class,Home Office,Washington,South,Technology,Copiers,792.74,1,0.3,-59.01
CA-6800,2018-09-24,2018-09-29,First Class,Corporate,New York,East,Furniture,Tables,40.7,2,0.3,3.59
CA-6801,2017-11-06,2017-11-10,First Class,Home Office,New York,Central,Technology,Copiers,290.98,1,0.0,-37.07
CA-6802,2016-09-15,2016-09-20,Same Day,Consumer,Florida,West,Technology,Machines,14.22,1,0.0,-2.2
CA-6803,2016-01-17,2016-01-21,Standard Class,Home Office,Florida,South,Furniture,Furnishings,379.68,2,0.1,-60.24
CA-6804,2015-07-27,2015-07-30,Second Class,Corporate,Florida,East,Office Supplies,Appliances,659.77,7,0.2,94.19
CA-6805,2015-08-29,2015-09-02,Second Class,Home Office,New York,West,Technology,Phones,121.51,1,0.2,-0.62
CA-6806,2016-03-14,2016-03-17,Standard Class,Consumer,Illinois,Central,Furniture,Tables,481.29,8,0.3,19.16
CA-6807,2017-08-12,2017-08-15,Same Day,Consumer,Washington,South,Furniture,Bookcases,442.95,1,0.1,-68.15
CA-6808,2018-08-30,2018-09-03,Same Day,Consumer,Washington,Central,Office Supplies,Binders,331.92,2,0.3,68.25
CA-6809,2015-03-08,2015-03-09,Same Day,Consumer,Illinois,West,Office Supplies,Binders,308.43,3,0.2,-20.08
CA-6810,2016-01-13,2016-01-18,Second Class,Corporate,Illinois,South,Technology,Phones,88.98,9,0.0,-8.85
CA-6811,2018-02-20,2018-02-22,Same Day,Corporate,Washington,South,Furniture,Chairs,314.18,6,0.3,-6.25
CA-6812,2018-11-23,2018-11-28,Second Class,Consumer,California,West,Technology,Accessories,171.65,8,0.1,-2.13
CA-6813,2015-12-11,2015-12-14,First Class,Corporate,Florida,East,Technology,Copiers,292.84,7,0.3,39.64
CA-6814,2016-05-15,2016-05-20,Standard Class,Consumer,Illinois,East,Furniture,Furnishings,683.58,1,0.3,-11.86
CA-6815,2016-08-24,2016-08-26,Standard Class,Corporate,Florida,South,Office Supplies,Envelopes,327.64,9,0.2,24.65
CA-6816,2015-12-30,2016-01-03,Standard Class,Corporate,Texas,West,Technology,Machines,47.24,1,0.1,5.06
CA-6817,2015-10-31,2015-11-01,First Class,Home Office,Texas,Central,Office Supplies,Envelopes,619.83,2,0.3,-54.57
CA-6818,2015-12-31,2016-01-02,Standard Class,Consumer,California,West,Office Supplies,Storage,721.51,8,0.2,144.64
CA-6819,2016-12-07,2016-12-09,Second Class,Corporate,Illinois,East,Furniture,Tables,999.27,6,0.1,49.76
CA-6820,2018-03-05,2018-03-08,Standard Class,Corporate,Florida,South,Technology,Phones,818.29,4,0.1,-5.35
CA-6821,2017-07-26,2017-07-29,Second Class,Home Office,Washington,West,Furniture,Chairs,194.63,4,0.1,0.33
CA-6822,2016-03-20,2016-03-22,First Class,Corporate,California,East,Furniture,Furnishings,810.27,1,0.2,-38.8
CA-6823,2016-10-27,2016-10-30,Standard Class,Consumer,Washington,South,Furniture,Tables,18.82,3,0.1,-1.74
CA-6824,2018-10-25,2018-10-31,Second Class,Home Office,New York,East,Technology,Copiers,285.26,3,0.0,64.03
CA-6825,2017-11-18,2017-11-19,First Class,Corporate,New York,South,Technology,Machines,701.67,6,0.1,121.95
CA-6826,2018-11-18,2018-11-19,Same Day,Home Office,New York,South,Furniture,Chairs,759.32,3,0.2,128.73
CA-6827,2016-05-20,2016-05-22,First Class,Home Office,New York,East,Technology,Accessories,149.53,2,0.1,31.12
CA-6828,2017-11-12,2017-11-18,Same Day,Corporate,New York,Central,Office Supplies,Binders,203.45,4,0.2,43.07
CA-6829,2016-06-01,2016-06-03,Second Class,Consumer,Illinois,East,Office Supplies,Binders,334.3,1,0.1,7.38
CA-6830,2018-01-07,2018-01-08,First Class,Corporate,Florida,East,Furniture,Tables,185.5,9,0.0,18.9
CA-6831,2017-10-22,2017-10-23,Same Day,Consumer,California,Central,Technology,Accessories,498.66,6,0.1,-89.48
CA-6832,2017-09-12,2017-09-17,Same Day,Home Office,Florida,South,Furniture,Bookcases,516.96,9,0.1,-38.83
CA-6833,2017-10-05,2017-10-06,First Class,Corporate,Washington,South,Furniture,Chairs,142.54,2,0.2,-17.53
CA-6834,2018-03-03,2018-03-07,Same Day,Consumer,Illinois,West,Furniture,Tables,427.95,3,0.2,5.96
CA-6835,2016-08-27,2016-08-30,Standard Class,Corporate,Washington,South,Furniture,Tables,61.31,4,0.1,10.0
CA-6836,2018-10-07,2018-10-09,Standard Class,Corporate,Florida,West,Office Supplies,Binders,470.13,2,0.3,-61.28
CA-6837,2016-12-11,2016-12-14,First Class,Consumer,California,West,Technology,Accessories,588.58,2,0.3,37.76
CA-6838,2016-11-12,2016-11-14,Standard Class,Consumer,Illinois,Central,Furniture,Bookcases,91.94,7,0.0,-10.14
CA-6839,2018-11-27,2018-12-01,First Class,Consumer,Illinois,West,Technology,Accessories,946.22,6,0.1,162.24
CA-6840,2015-07-16,2015-07-21,Same Day,Corporate,Illinois,West,Furniture,Chairs,157.39,7,0.0,-12.01
CA-6841,2016-01-02,2016-01-03,First Class,Home Office,California,Central,Furniture,Tables,174.0,3,0.0,32.44
CA-6842,2018-10-01,2018-10-06,Same Day,Corporate,Washington,South,Furniture,Chairs,850.97,6,0.3,119.62
CA-6843,2017-01-20,2017-01-21,Same Day,Home Office,Florida,East,Technology,Accessories,161.11,3,0.2,14.65
CA-6844,2016-08-06,2016-08-07,Standard Class,Home Office,Washington,West,Furniture,Bookcases,925.87,1,0.3,162.12
CA-6845,2015-01-03,2015-01-09,First Class,Corporate,Washington,East,Furniture,Tables,462.23,3,0.2,58.91
CA-6846,2016-08-09,2016-08-12,Standard Class,Corporate,New York,South,Furniture,Furnishings,344.68,6,0.0,-46.7
CA-6847,2017-04-08,2017-04-11,Same Day,Consumer,California,South,Technology,Machines,419.45,2,0.3,-45.81
CA-6848,2015-06-18,2015-06-21,First Class,Corporate,New York,East,Office Supplies,Labels,268.65,6,0.3,-29.02
CA-6849,2016-03-17,2016-03-19,Second Class,Home Office,Florida,East,Office Supplies,Envelopes,592.8,8,0.0,61.03
CA-6850,2018-12-19,2018-12-20,Same Day,Home Office,Texas,West,Furniture,Bookcases,432.43,7,0.1,57.36
CA-6851,2017-06-19,2017-06-24,First Class,Corporate,Texas,Central,Office Supplies,Envelopes,125.01,2,0.1,23.64
CA-6852,2016-07-01,2016-07-03,Standard Class,Consumer,Illinois,East,Office Supplies,Labels,616.39,6,0.0,-115.25
CA-6853,2018-01-21,2018-01-24,Second Class,Home Office,Washington,Central,Furniture,Furnishings,488.39,6,0.1,-64.02
CA-6854,2016-06-04,2016-06-09,Second Class,Home Office,Texas,Central,Office Supplies,Labels,437.31,2,0.3,-35.64
CA-6855,2018-04-10,2018-04-15,Second Class,Corporate,Illinois,West,Office Supplies,Binders,946.93,3,0.0,182.85
CA-6856,2017-06-14,2017-06-16,Standard Class,Corporate,Texas,East,Furniture,Bookcases,184.24,5,0.0,-28.32
CA-6857,2016-09-12,2016-09-15,Standard Class,Home Office,Illinois,West,Furniture,Chairs,752.43,9,0.2,-18.07
CA-6858,2017-11-28,2017-11-30,Second Class,Consumer,Washington,East,Office Supplies,Storage,384.12,4,0.2,40.36
CA-6859,2015-10-05,2015-10-07,Same Day,Corporate,California,Central,Office Supplies,Envelopes,70.16,3,0.1,18.25
CA-6860,2017-02-10,2017-02-14,Standard Class,Home Office,California,East,Office Supplies,Appliances,832.62,7,0.3,-92.78
CA-6861,2015-07-20,2015-07-22,Same Day,Consumer,Florida,Central,Office Supplies,Appliances,84.16,4,0.1,6.42
CA-6862,2016-12-25,2016-12-27,Same Day,Home Office,Illinois,West,Furniture,Bookcases,737.77,6,0.3,69.51
CA-6863,2018-06-07,2018-06-13,First Class,Corporate,Washington,Central,Technology,Copiers,137.48,3,0.0,30.96
CA-6864,2016-03-17,2016-03-20,Second Class,Home Office,Florida,East,Office Supplies,Envelopes,772.42,8,0.0,-8.29
CA-6865,2017-08-05,2017-08-11,First Class,Home Office,New York,Central,Office Supplies,Binders,252.35,3,0.1,17.93
CA-6866,2015-11-04,2015-11-09,Standard Class,Home Office,Florida,West,Furniture,Tables,605.11,8,0.0,122.87
CA-6867,2017-04-28,2017-05-03,Same Day,Corporate,Illinois,East,Furniture,Chairs,201.18,9,0.0,46.25
CA-6868,2017-07-04,2017-07-10,Same Day,Consumer,Texas,East,Technology,Copiers,708.99,6,0.0,-127.91
CA-6869,2017-11-20,2017-11-25,Same Day,Corporate,Texas,Central,Technology,Copiers,732.09,5,0.0,35.46
CA-6870,2018-12-17,2018-12-19,Same Day,Corporate,New York,South,Technology,Accessories,342.59,2,0.1,13.7
CA-6871,2016-08-22,2016-08-28,Standard Class,Corporate,Texas,West,Office Supplies,Storage,302.37,9,0.0,-19.42
CA-6872,2018-08-26,2018-08-28,Same Day,Corporate,Illinois,Central,Office Supplies,Paper,721.35,1,0.2,-107.29
CA-6873,2016-07-11,2016-07-14,Second Class,Corporate,Washington,South,Office Supplies,Paper,187.31,4,0.0,0.77
CA-6874,2017-07-13,2017-07-19,Standard Class,Home Office,Washington,East,Office Supplies,Paper,531.09,4,0.1,84.37
CA-6875,2015-04-12,2015-04-16,Second Class,Corporate,Florida,South,Furniture,Bookcases,217.95,3,0.2,44.07
CA-6876,2018-09-27,2018-10-02,Same Day,Home Office,Florida,South,Office Supplies,Paper,317.25,1,0.1,0.81
CA-6877,2018-11-14,2018-11-16,Second Class,Home Office,California,Central,Furniture,Furnishings,672.51,5,0.1,65.9
CA-6878,2015-02-18,2015-02-19,Second Class,Home Office,New York,Central,Office Supplies,Binders,755.14,2,0.3,50.69
CA-6879,2018-05-18,2018-05-21,Second Class,Corporate,Florida,West,Technology,Copiers,860.45,8,0.3,120.11
CA-6880,2015-05-10,2015-05-15,Same Day,Home Office,Washington,South,Technology,Accessories,811.19,3,0.2,134.57
CA-6881,2018-01-11,2018-01-13,Second Class,Consumer,California,South,Technology,Machines,333.32,2,0.1,-37.77
CA-6882,2016-09-14,2016-09-19,First Class,Consumer,California,Central,Furniture,Chairs,450.3,8,0.2,-3.42
CA-6883,2017-07-22,2017-07-24,Standard Class,Home Office,California,West,Office Supplies,Labels,745.1,6,0.0,3.5
CA-6884,2017-12-04,2017-12-09,First Class,Corporate,Illinois,Central,Office Supplies,Storage,748.53,4,0.3,153.72
CA-6885,2017-09-03,2017-09-09,Same Day,Home Office,Washington,South,Office Supplies,Storage,846.42,1,0.1,192.16
CA-6886,2016-07-09,2016-07-13,Same Day,Corporate,Illinois,South,Furniture,Chairs,681.36,6,0.1,-72.94
